,price
0,69.6123711754516
1,513.1075705548506
2,264.6840672332167
3,47.826408221396974
4,48.20433280073766
5,83.02398259602006
6,427.734954971795
7,65.24820242700717
8,73.04435037754348
9,142.6603322878004
10,72.79690686447854
11,140.97226399203527
12,318.4310343530617
13,43.16718366211503
14,68.31490874973363
15,238.8572628089126
16,26.16379800446633
17,49.02141832943352
18,60.44374432813873
19,230.71705243078915
20,43.79136876345132
21,119.01648232765619
22,28.248398891047618
23,82.78811657277856
24,84.71908859560926
25,190.2305373370118
26,107.13402984620237
27,63.26195689459177
28,58.35777317873014
29,116.27916640098718
30,53.555828160807735
31,76.604008023242
32,27.492315210453267
33,185.81326240297355
34,44.03353364000214
35,83.49607284238792
36,722.3254884750486
37,51.007141779189446
38,109.58787366798295
39,72.36992295325135
40,151.396405616266
41,164.37609732283434
42,124.65460644806343
43,52.00939192581705
44,135.83891617725357
45,82.61847070405217
46,47.23901329720046
47,49.461810074376636
48,59.668684158235735
49,275.498715139531
50,117.57923608618384
51,108.65829607482746
52,45.846964842515064
53,78.22260219135116
54,48.26995143559119
55,38.28643511606131
56,223.57290442132717
57,133.20709366742398
58,164.18900093116537
59,56.95194509927629
60,167.32530108195746
61,62.76338145022203
62,52.62254600303689
63,82.83193197654717
64,99.23140644518834
65,57.348168403147106
66,43.242126072196356
67,154.29890113803347
68,72.28314351786403
69,65.93392273776533
70,135.99370697332407
71,103.76161488918511
72,158.10989457793613
73,66.64884929657637
74,94.79387688554696
75,47.03458974527334
76,56.50910325647132
77,78.52553579937229
78,224.26456319027994
79,92.18426874394875
80,59.82113193271222
81,61.39039048017443
82,50.05339487014842
83,51.16586145575855
84,102.76350638514579
85,49.88633820200776
86,41.04805701106282
87,47.3744003389377
88,160.3892915231502
89,65.41051281577595
90,49.73960797728566
91,33.692944501681296
92,67.56222945749393
93,53.765734542242306
94,126.83741672612312
95,56.9326438555397
96,27.57571932540659
97,71.16734366595026
98,95.58475937911373
99,118.94550958245534
100,131.3998292835191
101,42.63117510368937
102,60.59762136418836
103,71.94336696201842
104,52.07235946973081
105,67.17639458882982
106,116.78182126925738
107,81.84600868632589
108,112.15931246273651
109,71.45975708529953
110,61.35123321972913
111,48.6466938551096
112,189.5546363679276
113,116.17841095921317
114,70.98673091356592
115,63.68652500173718
116,80.29687482221564
117,32.45315019321821
118,103.10727588590804
119,43.66475157689189
120,32.34317665040852
121,154.43071306676615
122,44.52263036559019
123,86.96599182571727
124,57.51080969905516
125,405.0284955567993
126,167.0037996996148
127,244.885653155878
128,49.70258268773114
129,248.09819312861134
130,40.570806116976215
131,102.87252165223319
132,218.05540718855633
133,127.10339283287246
134,70.9073442117798
135,160.3892915231502
136,503.3041966466061
137,155.31894318936958
138,53.58901281039823
139,68.3360978598266
140,25.79156076752066
141,20.132563694271628
142,130.09384453070547
143,78.69362525890031
144,65.66822530487359
145,58.37788828154278
146,101.51245778427008
147,80.92017588858928
148,124.75971858342712
149,86.66745665949553
150,122.6251718293278
151,37.21852941792348
152,78.986280398342
153,57.812180977075066
154,41.32069558929419
155,34.92611625278791
156,125.89280364006676
157,126.23157156206459
158,142.93113429657643
159,64.00908331326808
160,46.10654558900947
161,162.77699601879695
162,113.6647118647062
163,34.48387881662309
164,43.65280139234779
165,122.0492940103298
166,88.010219385668
167,70.58973553916036
168,140.98846322499045
169,50.71517781295642
170,111.72881032298855
171,51.14356339269137
172,45.93168760294304
173,65.06330259091362
174,127.33670250583003
175,131.3076513709873
176,53.89427622912071
177,55.53323320635882
178,230.0444836831262
179,80.40328475158537
180,39.60372096056943
181,202.26863174757787
182,115.81339783671272
183,113.92039528904601
184,206.6982930494389
185,119.63087479819087
186,115.28480245656726
187,48.6608388226324
188,33.603782274828774
189,88.27568413625288
190,101.14702076987196
191,388.82450471997265
192,53.92918268992522
193,42.27856348536003
194,114.03779750021441
195,169.31933649843566
196,57.954962224877306
197,49.02141832943352
198,66.93256489733807
199,140.40980782142188
200,102.88525980291173
201,41.957667617638066
202,34.60675490337975
203,56.844718507001296
204,56.14299761321714
205,142.79723144216362
206,114.59105040723401
207,257.0241546036923
